icd_code,long_title
0KXC4Z2,"Transfer Right Hand Muscle with Skin and Subcutaneous Tissue, Percutaneous Endoscopic Approach"
0KXD0Z0,"Transfer Left Hand Muscle with Skin, Open Approach"
0KXD0Z2,"Transfer Left Hand Muscle with Skin and Subcutaneous Tissue, Open Approach"
0KXD4Z0,"Transfer Left Hand Muscle with Skin, Percutaneous Endoscopic Approach"
0KXD4Z2,"Transfer Left Hand Muscle with Skin and Subcutaneous Tissue, Percutaneous Endoscopic Approach"
0KXF0Z0,"Transfer Right Trunk Muscle with Skin, Open Approach"
0KXF0Z2,"Transfer Right Trunk Muscle with Skin and Subcutaneous Tissue, Open Approach"
0KXF4Z0,"Transfer Right Trunk Muscle with Skin, Percutaneous Endoscopic Approach"
0KXF4Z2,"Transfer Right Trunk Muscle with Skin and Subcutaneous Tissue, Percutaneous Endoscopic Approach"
0KXG0Z0,"Transfer Left Trunk Muscle with Skin, Open Approach"
0KXG0Z2,"Transfer Left Trunk Muscle with Skin and Subcutaneous Tissue, Open Approach"
0KXG4Z0,"Transfer Left Trunk Muscle with Skin, Percutaneous Endoscopic Approach"
0KXG4Z2,"Transfer Left Trunk Muscle with Skin and Subcutaneous Tissue, Percutaneous Endoscopic Approach"
0KXH0Z0,"Transfer Right Thorax Muscle with Skin, Open Approach"
0KXH0Z2,"Transfer Right Thorax Muscle with Skin and Subcutaneous Tissue, Open Approach"
0KXH4Z0,"Transfer Right Thorax Muscle with Skin, Percutaneous Endoscopic Approach"
0KXH4Z2,"Transfer Right Thorax Muscle with Skin and Subcutaneous Tissue, Percutaneous Endoscopic Approach"
0KXJ0Z0,"Transfer Left Thorax Muscle with Skin, Open Approach"
0KXJ0Z2,"Transfer Left Thorax Muscle with Skin and Subcutaneous Tissue, Open Approach"
0KXJ4Z0,"Transfer Left Thorax Muscle with Skin, Percutaneous Endoscopic Approach"
0KXJ4Z2,"Transfer Left Thorax Muscle with Skin and Subcutaneous Tissue, Percutaneous Endoscopic Approach"
0KXK0Z0,"Transfer Right Abdomen Muscle with Skin, Open Approach"
0KXK0Z2,"Transfer Right Abdomen Muscle with Skin and Subcutaneous Tissue, Open Approach"
0KXK4Z0,"Transfer Right Abdomen Muscle with Skin, Percutaneous Endoscopic Approach"
0KXK4Z2,"Transfer Right Abdomen Muscle with Skin and Subcutaneous Tissue, Percutaneous Endoscopic Approach"
0KXL0Z0,"Transfer Left Abdomen Muscle with Skin, Open Approach"
0KXL0Z2,"Transfer Left Abdomen Muscle with Skin and Subcutaneous Tissue, Open Approach"
0KXL4Z0,"Transfer Left Abdomen Muscle with Skin, Percutaneous Endoscopic Approach"
0KXL4Z2,"Transfer Left Abdomen Muscle with Skin and Subcutaneous Tissue, Percutaneous Endoscopic Approach"
0KXM0Z0,"Transfer Perineum Muscle with Skin, Open Approach"
0KXM0Z2,"Transfer Perineum Muscle with Skin and Subcutaneous Tissue, Open Approach"
0KXM4Z0,"Transfer Perineum Muscle with Skin, Percutaneous Endoscopic Approach"
0KXM4Z2,"Transfer Perineum Muscle with Skin and Subcutaneous Tissue, Percutaneous Endoscopic Approach"
0KXN0Z0,"Transfer Right Hip Muscle with Skin, Open Approach"
0KXN0Z2,"Transfer Right Hip Muscle with Skin and Subcutaneous Tissue, Open Approach"
0KXN4Z0,"Transfer Right Hip Muscle with Skin, Percutaneous Endoscopic Approach"
0KXN4Z2,"Transfer Right Hip Muscle with Skin and Subcutaneous Tissue, Percutaneous Endoscopic Approach"
0KXP0Z0,"Transfer Left Hip Muscle with Skin, Open Approach"
0KXP0Z2,"Transfer Left Hip Muscle with Skin and Subcutaneous Tissue, Open Approach"
0KXP4Z0,"Transfer Left Hip Muscle with Skin, Percutaneous Endoscopic Approach"
0KXP4Z2,"Transfer Left Hip Muscle with Skin and Subcutaneous Tissue, Percutaneous Endoscopic Approach"
0KXQ0Z0,"Transfer Right Upper Leg Muscle with Skin, Open Approach"
0KXQ0Z2,"Transfer Right Upper Leg Muscle with Skin and Subcutaneous Tissue, Open Approach"
0KXQ4Z0,"Transfer Right Upper Leg Muscle with Skin, Percutaneous Endoscopic Approach"
0KXQ4Z2,"Transfer Right Upper Leg Muscle with Skin and Subcutaneous Tissue, Percutaneous Endoscopic Approach"
0KXR0Z0,"Transfer Left Upper Leg Muscle with Skin, Open Approach"
0KXR0Z2,"Transfer Left Upper Leg Muscle with Skin and Subcutaneous Tissue, Open Approach"
0KXR4Z0,"Transfer Left Upper Leg Muscle with Skin, Percutaneous Endoscopic Approach"
0KXR4Z2,"Transfer Left Upper Leg Muscle with Skin and Subcutaneous Tissue, Percutaneous Endoscopic Approach"
0KXS0Z0,"Transfer Right Lower Leg Muscle with Skin, Open Approach"
0KXS0Z2,"Transfer Right Lower Leg Muscle with Skin and Subcutaneous Tissue, Open Approach"
0KXS4Z0,"Transfer Right Lower Leg Muscle with Skin, Percutaneous Endoscopic Approach"
0KXS4Z2,"Transfer Right Lower Leg Muscle with Skin and Subcutaneous Tissue, Percutaneous Endoscopic Approach"
0KXT0Z0,"Transfer Left Lower Leg Muscle with Skin, Open Approach"
0KXT0Z2,"Transfer Left Lower Leg Muscle with Skin and Subcutaneous Tissue, Open Approach"
0KXT4Z0,"Transfer Left Lower Leg Muscle with Skin, Percutaneous Endoscopic Approach"
0KXT4Z2,"Transfer Left Lower Leg Muscle with Skin and Subcutaneous Tissue, Percutaneous Endoscopic Approach"
0KXV0Z0,"Transfer Right Foot Muscle with Skin, Open Approach"
0KXV0Z2,"Transfer Right Foot Muscle with Skin and Subcutaneous Tissue, Open Approach"
0KXV4Z0,"Transfer Right Foot Muscle with Skin, Percutaneous Endoscopic Approach"
0KXV4Z2,"Transfer Right Foot Muscle with Skin and Subcutaneous Tissue, Percutaneous Endoscopic Approach"
0KXW0Z0,"Transfer Left Foot Muscle with Skin, Open Approach"
0KXW0Z2,"Transfer Left Foot Muscle with Skin and Subcutaneous Tissue, Open Approach"
0KXW4Z0,"Transfer Left Foot Muscle with Skin, Percutaneous Endoscopic Approach"
0KXW4Z2,"Transfer Left Foot Muscle with Skin and Subcutaneous Tissue, Percutaneous Endoscopic Approach"
10Q00YQ,"Repair Skin in Products of Conception with Other Device, Open Approach"
10Q00ZQ,"Repair Skin in Products of Conception, Open Approach"
10Q03YQ,"Repair Skin in Products of Conception with Other Device, Percutaneous Approach"
10Q03ZQ,"Repair Skin in Products of Conception, Percutaneous Approach"
10Q04YQ,"Repair Skin in Products of Conception with Other Device, Percutaneous Endoscopic Approach"
10Q04ZQ,"Repair Skin in Products of Conception, Percutaneous Endoscopic Approach"
10Q07YQ,"Repair Skin in Products of Conception with Other Device, Via Natural or Artificial Opening"
10Q07ZQ,"Repair Skin in Products of Conception, Via Natural or Artificial Opening"
10Q08YQ,"Repair Skin in Products of Conception with Other Device, Via Natural or Artificial Opening Endoscopic"
10Q08ZQ,"Repair Skin in Products of Conception, Via Natural or Artificial Opening Endoscopic"
10Y03ZQ,"Transplantation of Skin into Products of Conception, Percutaneous Approach"
10Y04ZQ,"Transplantation of Skin into Products of Conception, Percutaneous Endoscopic Approach"
10Y07ZQ,"Transplantation of Skin into Products of Conception, Via Natural or Artificial Opening"
1152,Repair of postoperative wound dehiscence of cornea
1153,Repair of corneal laceration or wound with conjunctival flap
1283,"Revision of operative wound of anterior segment, not elsewhere classified"
1681,Repair of wound of orbit
2107,Control of epistaxis by excision of nasal mucosa and skin grafting of septum and lateral nasal wall
2755,Full-thickness skin graft to lip and mouth
2756,Other skin graft to lip and mouth
2W00X6Z,Change Pressure Dressing on Head
2W01X6Z,Change Pressure Dressing on Face
2W02X6Z,Change Pressure Dressing on Neck
2W03X6Z,Change Pressure Dressing on Abdominal Wall
2W04X6Z,Change Pressure Dressing on Chest Wall
2W05X6Z,Change Pressure Dressing on Back
2W06X6Z,Change Pressure Dressing on Right Inguinal Region
2W07X6Z,Change Pressure Dressing on Left Inguinal Region
2W08X6Z,Change Pressure Dressing on Right Upper Extremity
2W09X6Z,Change Pressure Dressing on Left Upper Extremity
2W0AX6Z,Change Pressure Dressing on Right Upper Arm
2W0BX6Z,Change Pressure Dressing on Left Upper Arm
2W0CX6Z,Change Pressure Dressing on Right Lower Arm
2W0DX6Z,Change Pressure Dressing on Left Lower Arm
2W0EX6Z,Change Pressure Dressing on Right Hand
2W0FX6Z,Change Pressure Dressing on Left Hand
2W0GX6Z,Change Pressure Dressing on Right Thumb
2W0HX6Z,Change Pressure Dressing on Left Thumb
2W0JX6Z,Change Pressure Dressing on Right Finger
2W0KX6Z,Change Pressure Dressing on Left Finger
2W0LX6Z,Change Pressure Dressing on Right Lower Extremity
2W0MX6Z,Change Pressure Dressing on Left Lower Extremity
2W0NX6Z,Change Pressure Dressing on Right Upper Leg
2W0PX6Z,Change Pressure Dressing on Left Upper Leg
2W0QX6Z,Change Pressure Dressing on Right Lower Leg
2W0RX6Z,Change Pressure Dressing on Left Lower Leg
2W0SX6Z,Change Pressure Dressing on Right Foot
2W0TX6Z,Change Pressure Dressing on Left Foot
2W0UX6Z,Change Pressure Dressing on Right Toe
2W0VX6Z,Change Pressure Dressing on Left Toe
2W10X6Z,Compression of Head using Pressure Dressing
2W11X6Z,Compression of Face using Pressure Dressing
2W12X6Z,Compression of Neck using Pressure Dressing
2W13X6Z,Compression of Abdominal Wall using Pressure Dressing
2W14X6Z,Compression of Chest Wall using Pressure Dressing
2W15X6Z,Compression of Back using Pressure Dressing
2W16X6Z,Compression of Right Inguinal Region using Pressure Dressing
2W17X6Z,Compression of Left Inguinal Region using Pressure Dressing
2W18X6Z,Compression of Right Upper Extremity using Pressure Dressing
2W19X6Z,Compression of Left Upper Extremity using Pressure Dressing
2W1AX6Z,Compression of Right Upper Arm using Pressure Dressing
2W1BX6Z,Compression of Left Upper Arm using Pressure Dressing
2W1CX6Z,Compression of Right Lower Arm using Pressure Dressing
2W1DX6Z,Compression of Left Lower Arm using Pressure Dressing
2W1EX6Z,Compression of Right Hand using Pressure Dressing
2W1FX6Z,Compression of Left Hand using Pressure Dressing
2W1GX6Z,Compression of Right Thumb using Pressure Dressing
2W1HX6Z,Compression of Left Thumb using Pressure Dressing
2W1JX6Z,Compression of Right Finger using Pressure Dressing
2W1KX6Z,Compression of Left Finger using Pressure Dressing
2W1LX6Z,Compression of Right Lower Extremity using Pressure Dressing
2W1MX6Z,Compression of Left Lower Extremity using Pressure Dressing
2W1NX6Z,Compression of Right Upper Leg using Pressure Dressing
2W1PX6Z,Compression of Left Upper Leg using Pressure Dressing
2W1QX6Z,Compression of Right Lower Leg using Pressure Dressing
2W1RX6Z,Compression of Left Lower Leg using Pressure Dressing
2W1SX6Z,Compression of Right Foot using Pressure Dressing
2W1TX6Z,Compression of Left Foot using Pressure Dressing
2W1UX6Z,Compression of Right Toe using Pressure Dressing
2W1VX6Z,Compression of Left Toe using Pressure Dressing
2W2,"Placement, Anatomical Regions, Dressing"
2W20X4Z,Dressing of Head using Bandage
2W21X4Z,Dressing of Face using Bandage
2W22X4Z,Dressing of Neck using Bandage
2W23X4Z,Dressing of Abdominal Wall using Bandage
2W24X4Z,Dressing of Chest Wall using Bandage
2W25X4Z,Dressing of Back using Bandage
2W26X4Z,Dressing of Right Inguinal Region using Bandage
2W27X4Z,Dressing of Left Inguinal Region using Bandage
2W28X4Z,Dressing of Right Upper Extremity using Bandage
2W29X4Z,Dressing of Left Upper Extremity using Bandage
2W2AX4Z,Dressing of Right Upper Arm using Bandage
2W2BX4Z,Dressing of Left Upper Arm using Bandage
2W2CX4Z,Dressing of Right Lower Arm using Bandage
2W2DX4Z,Dressing of Left Lower Arm using Bandage
2W2EX4Z,Dressing of Right Hand using Bandage
2W2FX4Z,Dressing of Left Hand using Bandage
2W2GX4Z,Dressing of Right Thumb using Bandage
2W2HX4Z,Dressing of Left Thumb using Bandage
2W2JX4Z,Dressing of Right Finger using Bandage
2W2KX4Z,Dressing of Left Finger using Bandage
2W2LX4Z,Dressing of Right Lower Extremity using Bandage
2W2MX4Z,Dressing of Left Lower Extremity using Bandage
2W2NX4Z,Dressing of Right Upper Leg using Bandage
2W2PX4Z,Dressing of Left Upper Leg using Bandage
2W2QX4Z,Dressing of Right Lower Leg using Bandage
2W2RX4Z,Dressing of Left Lower Leg using Bandage
2W2SX4Z,Dressing of Right Foot using Bandage
2W2TX4Z,Dressing of Left Foot using Bandage
2W2UX4Z,Dressing of Right Toe using Bandage
2W2VX4Z,Dressing of Left Toe using Bandage
2W50X6Z,Removal of Pressure Dressing on Head
2W51X6Z,Removal of Pressure Dressing on Face
2W52X6Z,Removal of Pressure Dressing on Neck
2W53X6Z,Removal of Pressure Dressing on Abdominal Wall
2W54X6Z,Removal of Pressure Dressing on Chest Wall
2W55X6Z,Removal of Pressure Dressing on Back
2W56X6Z,Removal of Pressure Dressing on Right Inguinal Region
2W57X6Z,Removal of Pressure Dressing on Left Inguinal Region
2W58X6Z,Removal of Pressure Dressing on Right Upper Extremity
2W59X6Z,Removal of Pressure Dressing on Left Upper Extremity
2W5AX6Z,Removal of Pressure Dressing on Right Upper Arm
2W5BX6Z,Removal of Pressure Dressing on Left Upper Arm
2W5CX6Z,Removal of Pressure Dressing on Right Lower Arm
2W5DX6Z,Removal of Pressure Dressing on Left Lower Arm
2W5EX6Z,Removal of Pressure Dressing on Right Hand
2W5FX6Z,Removal of Pressure Dressing on Left Hand
2W5GX6Z,Removal of Pressure Dressing on Right Thumb
2W5HX6Z,Removal of Pressure Dressing on Left Thumb
2W5JX6Z,Removal of Pressure Dressing on Right Finger
2W5KX6Z,Removal of Pressure Dressing on Left Finger
2W5LX6Z,Removal of Pressure Dressing on Right Lower Extremity
2W5MX6Z,Removal of Pressure Dressing on Left Lower Extremity
2W5NX6Z,Removal of Pressure Dressing on Right Upper Leg
2W5PX6Z,Removal of Pressure Dressing on Left Upper Leg
2W5QX6Z,Removal of Pressure Dressing on Right Lower Leg
2W5RX6Z,Removal of Pressure Dressing on Left Lower Leg
2W5SX6Z,Removal of Pressure Dressing on Right Foot
2W5TX6Z,Removal of Pressure Dressing on Left Foot
2W5UX6Z,Removal of Pressure Dressing on Right Toe
2W5VX6Z,Removal of Pressure Dressing on Left Toe
3E00X05,"Introduction of Other Antineoplastic into Skin and Mucous Membranes, External Approach"
3E00X0M,"Introduction of Antineoplastic, Monoclonal Antibody, into Skin and Mucous Membranes, External Approach"
3E00X28,"Introduction of Oxazolidinones into Skin and Mucous Membranes, External Approach"
3E00X29,"Introduction of Other Anti-infective into Skin and Mucous Membranes, External Approach"
3E00X3Z,"Introduction of Anti-inflammatory into Skin and Mucous Membranes, External Approach"
3E00X4Z,"Introduction of Serum, Toxoid and Vaccine into Skin and Mucous Membranes, External Approach"
3E00XBZ,"Introduction of Anesthetic Agent into Skin and Mucous Membranes, External Approach"
3E00XGC,"Introduction of Other Therapeutic Substance into Skin and Mucous Membranes, External Approach"
3E00XKZ,"Introduction of Other Diagnostic Substance into Skin and Mucous Membranes, External Approach"
3E00XMZ,"Introduction of Pigment into Skin and Mucous Membranes, External Approach"
3E00XNZ,"Introduction of Analgesics, Hypnotics, Sedatives into Skin and Mucous Membranes, External Approach"
3E00XTZ,"Introduction of Destructive Agent into Skin and Mucous Membranes, External Approach"
3E1038X,"Irrigation of Skin and Mucous Membranes using Irrigating Substance, Percutaneous Approach, Diagnostic"
3E1038Z,"Irrigation of Skin and Mucous Membranes using Irrigating Substance, Percutaneous Approach"
3E10X8X,"Irrigation of Skin and Mucous Membranes using Irrigating Substance, Diagnostic"
3E10X8Z,Irrigation of Skin and Mucous Membranes using Irrigating Substance
4440,"Suture of peptic ulcer, not otherwise specified"
4441,Suture of gastric ulcer site
4442,Suture of duodenal ulcer site
472,Drainage of appendiceal abscess
4901,Incision of perianal abscess
4903,Excision of perianal skin tags
4A1GXSH,"Monitoring of Skin and Breast Vascular Perfusion using Indocyanine Green Dye, External Approach"
5462,Delayed closure of granulating abdominal wound
6A600ZZ,"Phototherapy of Skin, Single"
6A601ZZ,"Phototherapy of Skin, Multiple"
6A800ZZ,"Ultraviolet Light Therapy of Skin, Single"
6A801ZZ,"Ultraviolet Light Therapy of Skin, Multiple"
7960,"Debridement of open fracture, unspecified site"
7961,"Debridement of open fracture site, humerus"
7962,"Debridement of open fracture site, radius and ulna"
7963,"Debridement of open fracture site, carpals and metacarpals"
7964,"Debridement of open fracture site, phalanges of hand"
7965,"Debridement of open fracture site, femur"
7966,"Debridement of open fracture site, tibia and fibula"
7967,"Debridement of open fracture site, tarsals and metatarsals"
7968,"Debridement of open fracture site, phalanges of foot"
7969,"Debridement of open fracture site, other specified bone"
8601,Aspiration of skin and subcutaneous tissue
8602,Injection or tattooing of skin lesion or defect
8604,Other incision with drainage of skin and subcutaneous tissue
8605,Incision with removal of foreign body or device from skin and subcutaneous tissue
8609,Other incision of skin and subcutaneous tissue
8611,Closed biopsy of skin and subcutaneous tissue
8619,Other diagnostic procedures on skin and subcutaneous tissue
8622,"Excisional debridement of wound, infection, or burn"
8624,Chemosurgery of skin
8627,"Debridement of nail, nail bed, or nail fold"
8628,"Nonexcisional debridement of wound, infection or burn"
863,Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue
864,Radical excision of skin lesion
8659,Closure of skin and subcutaneous tissue of other sites
8660,"Free skin graft, not otherwise specified"
8661,Full-thickness skin graft to hand
8662,Other skin graft to hand
8663,Full-thickness skin graft to other sites
8665,Heterograft to skin
8666,Homograft to skin
8669,Other skin graft to other sites
8684,Relaxation of scar or web contracture of skin
8687,Fat graft of skin and subcutaneous tissue
8689,Other repair and reconstruction of skin and subcutaneous tissue
8691,Excision of skin for graft
8692,Electrolysis and other epilation of skin
8699,Other operations on skin and subcutaneous tissue
9161,"Microscopic examination of specimen from skin and other integument, bacterial smear"
9162,"Microscopic examination of specimen from skin and other integument, culture"
9163,"Microscopic examination of specimen from skin and other integument, culture and sensitivity"
9164,"Microscopic examination of specimen from skin and other integument, parasitology"
9165,"Microscopic examination of specimen from skin and other integument, toxicology"
9166,"Microscopic examination of specimen from skin and other integument, cell block and Papanicolaou smear"
9169,"Microscopic examination of specimen from skin and other integument, other microscopic examination"
9171,"Microscopic examination of specimen from operative wound, bacterial smear"
9172,"Microscopic examination of specimen from operative wound, culture"
9173,"Microscopic examination of specimen from operative wound, culture and sensitivity"
9174,"Microscopic examination of specimen from operative wound, parasitology"
9175,"Microscopic examination of specimen from operative wound, toxicology"
9176,"Microscopic examination of specimen from operative wound, cell block and Papanicolaou smear"
9179,"Microscopic examination of specimen from operative wound, other microscopic examination"
9346,Other skin traction of limbs
9356,Application of pressure dressing
9357,Application of other wound dressing
9359,"Other immobilization, pressure, and attention to wound"
9654,"Dental scaling, polishing, and debridement"
9658,Irrigation of wound catheter
9659,Other irrigation of wound
9715,Replacement of wound catheter
9716,Replacement of wound packing or drain
9995,Stretching of foreskin
BH0,"Imaging, Skin, Subcutaneous Tissue and Breast, Plain Radiography"
BH3,"Imaging, Skin, Subcutaneous Tissue and Breast, Magnetic Resonance Imaging (MRI)"
BH4,"Imaging, Skin, Subcutaneous Tissue and Breast, Ultrasonography"
CH1,"Nuclear Medicine, Skin, Subcutaneous Tissue and Breast, Planar Nuclear Medicine Imaging"
CH1YYZZ,"Planar Nuclear Medicine Imaging of Skin, Subcutaneous Tissue and Breast using Other Radionuclide"
CH2,"Nuclear Medicine, Skin, Subcutaneous Tissue and Breast, Tomographic (Tomo) Nuclear Medicine Imaging"
CH2YYZZ,"Tomographic (Tomo) Nuclear Medicine Imaging of Skin, Subcutaneous Tissue and Breast using Other Radionuclide"
DH0,"Radiation Therapy, Skin, Beam Radiation"
DH020ZZ,Beam Radiation of Face Skin using Photons <1 MeV
DH021ZZ,Beam Radiation of Face Skin using Photons 1 - 10 MeV
DH022ZZ,Beam Radiation of Face Skin using Photons >10 MeV
DH023Z0,"Beam Radiation of Face Skin using Electrons, Intraoperative"
DH023ZZ,Beam Radiation of Face Skin using Electrons
DH024ZZ,"Beam Radiation of Face Skin using Heavy Particles (Protons,Ions)"
DH025ZZ,Beam Radiation of Face Skin using Neutrons
DH026ZZ,Beam Radiation of Face Skin using Neutron Capture
DH030ZZ,Beam Radiation of Neck Skin using Photons <1 MeV
DH031ZZ,Beam Radiation of Neck Skin using Photons 1 - 10 MeV
DH032ZZ,Beam Radiation of Neck Skin using Photons >10 MeV
DH033Z0,"Beam Radiation of Neck Skin using Electrons, Intraoperative"
DH033ZZ,Beam Radiation of Neck Skin using Electrons
DH034ZZ,"Beam Radiation of Neck Skin using Heavy Particles (Protons,Ions)"
DH035ZZ,Beam Radiation of Neck Skin using Neutrons
DH036ZZ,Beam Radiation of Neck Skin using Neutron Capture
DH040ZZ,Beam Radiation of Arm Skin using Photons <1 MeV
DH041ZZ,Beam Radiation of Arm Skin using Photons 1 - 10 MeV
DH042ZZ,Beam Radiation of Arm Skin using Photons >10 MeV
DH043Z0,"Beam Radiation of Arm Skin using Electrons, Intraoperative"
DH043ZZ,Beam Radiation of Arm Skin using Electrons
DH044ZZ,"Beam Radiation of Arm Skin using Heavy Particles (Protons,Ions)"
DH045ZZ,Beam Radiation of Arm Skin using Neutrons
DH046ZZ,Beam Radiation of Arm Skin using Neutron Capture
DH060ZZ,Beam Radiation of Chest Skin using Photons <1 MeV
DH061ZZ,Beam Radiation of Chest Skin using Photons 1 - 10 MeV
DH062ZZ,Beam Radiation of Chest Skin using Photons >10 MeV
DH063Z0,"Beam Radiation of Chest Skin using Electrons, Intraoperative"
DH063ZZ,Beam Radiation of Chest Skin using Electrons
DH064ZZ,"Beam Radiation of Chest Skin using Heavy Particles (Protons,Ions)"
DH065ZZ,Beam Radiation of Chest Skin using Neutrons
DH066ZZ,Beam Radiation of Chest Skin using Neutron Capture
DH070ZZ,Beam Radiation of Back Skin using Photons <1 MeV
DH071ZZ,Beam Radiation of Back Skin using Photons 1 - 10 MeV
DH072ZZ,Beam Radiation of Back Skin using Photons >10 MeV
DH073Z0,"Beam Radiation of Back Skin using Electrons, Intraoperative"
DH073ZZ,Beam Radiation of Back Skin using Electrons
DH074ZZ,"Beam Radiation of Back Skin using Heavy Particles (Protons,Ions)"
DH075ZZ,Beam Radiation of Back Skin using Neutrons
DH076ZZ,Beam Radiation of Back Skin using Neutron Capture
DH080ZZ,Beam Radiation of Abdomen Skin using Photons <1 MeV
DH081ZZ,Beam Radiation of Abdomen Skin using Photons 1 - 10 MeV
DH082ZZ,Beam Radiation of Abdomen Skin using Photons >10 MeV
DH083Z0,"Beam Radiation of Abdomen Skin using Electrons, Intraoperative"
DH083ZZ,Beam Radiation of Abdomen Skin using Electrons
DH084ZZ,"Beam Radiation of Abdomen Skin using Heavy Particles (Protons,Ions)"
DH085ZZ,Beam Radiation of Abdomen Skin using Neutrons
DH086ZZ,Beam Radiation of Abdomen Skin using Neutron Capture
DH090ZZ,Beam Radiation of Buttock Skin using Photons <1 MeV
DH091ZZ,Beam Radiation of Buttock Skin using Photons 1 - 10 MeV
DH092ZZ,Beam Radiation of Buttock Skin using Photons >10 MeV
DH093Z0,"Beam Radiation of Buttock Skin using Electrons, Intraoperative"
DH093ZZ,Beam Radiation of Buttock Skin using Electrons
DH094ZZ,"Beam Radiation of Buttock Skin using Heavy Particles (Protons,Ions)"
DH095ZZ,Beam Radiation of Buttock Skin using Neutrons
DH096ZZ,Beam Radiation of Buttock Skin using Neutron Capture
DH0B0ZZ,Beam Radiation of Leg Skin using Photons <1 MeV
DH0B1ZZ,Beam Radiation of Leg Skin using Photons 1 - 10 MeV
DH0B2ZZ,Beam Radiation of Leg Skin using Photons >10 MeV
DH0B3Z0,"Beam Radiation of Leg Skin using Electrons, Intraoperative"
DH0B3ZZ,Beam Radiation of Leg Skin using Electrons
DH0B4ZZ,"Beam Radiation of Leg Skin using Heavy Particles (Protons,Ions)"
DH0B5ZZ,Beam Radiation of Leg Skin using Neutrons
DH0B6ZZ,Beam Radiation of Leg Skin using Neutron Capture
DHY,"Radiation Therapy, Skin, Other Radiation"
DHY27ZZ,Contact Radiation of Face Skin
DHY28ZZ,Hyperthermia of Face Skin
DHY2FZZ,Plaque Radiation of Face Skin
DHY37ZZ,Contact Radiation of Neck Skin
DHY38ZZ,Hyperthermia of Neck Skin
DHY3FZZ,Plaque Radiation of Neck Skin
DHY47ZZ,Contact Radiation of Arm Skin
DHY48ZZ,Hyperthermia of Arm Skin
DHY4FZZ,Plaque Radiation of Arm Skin
DHY5FZZ,Plaque Radiation of Hand Skin
DHY67ZZ,Contact Radiation of Chest Skin
DHY68ZZ,Hyperthermia of Chest Skin
DHY6FZZ,Plaque Radiation of Chest Skin
DHY77ZZ,Contact Radiation of Back Skin
DHY78ZZ,Hyperthermia of Back Skin
DHY7FZZ,Plaque Radiation of Back Skin
DHY87ZZ,Contact Radiation of Abdomen Skin
DHY88ZZ,Hyperthermia of Abdomen Skin
DHY8FZZ,Plaque Radiation of Abdomen Skin
DHY97ZZ,Contact Radiation of Buttock Skin
DHY98ZZ,Hyperthermia of Buttock Skin
DHY9FZZ,Plaque Radiation of Buttock Skin
DHYB7ZZ,Contact Radiation of Leg Skin
DHYB8ZZ,Hyperthermia of Leg Skin
DHYBFZZ,Plaque Radiation of Leg Skin
DHYCFZZ,Plaque Radiation of Foot Skin
F00ZW1Z,Masking Patterns Assessment using Audiometer
F00ZW2Z,Masking Patterns Assessment using Sound Field / Booth
F00ZWKZ,Masking Patterns Assessment using Audiovisual Equipment
F00ZWZZ,Masking Patterns Assessment
F02Z1EZ,Dressing Assessment using Orthosis
F02Z1FZ,"Dressing Assessment using Assistive, Adaptive, Supportive or Protective Equipment"
F02Z1UZ,Dressing Assessment using Prosthesis
F02Z1ZZ,Dressing Assessment
F08D5BZ,Wound Management Treatment of Integumentary System - Head and Neck using Physical Agents
F08D5CZ,Wound Management Treatment of Integumentary System - Head and Neck using Mechanical Equipment
F08D5DZ,Wound Management Treatment of Integumentary System - Head and Neck using Electrotherapeutic Equipment
F08D5EZ,Wound Management Treatment of Integumentary System - Head and Neck using Orthosis
F08D5FZ,"Wound Management Treatment of Integumentary System - Head and Neck using Assistive, Adaptive, Supportive or Protective Equipment"
F08D5UZ,Wound Management Treatment of Integumentary System - Head and Neck using Prosthesis
F08D5YZ,Wound Management Treatment of Integumentary System - Head and Neck using Other Equipment
F08D5ZZ,Wound Management Treatment of Integumentary System - Head and Neck
F08F5BZ,Wound Management Treatment of Integumentary System - Upper Back / Upper Extremity using Physical Agents
F08F5CZ,Wound Management Treatment of Integumentary System - Upper Back / Upper Extremity using Mechanical Equipment
F08F5DZ,Wound Management Treatment of Integumentary System - Upper Back / Upper Extremity using Electrotherapeutic Equipment
F08F5EZ,Wound Management Treatment of Integumentary System - Upper Back / Upper Extremity using Orthosis
F08F5FZ,"Wound Management Treatment of Integumentary System - Upper Back / Upper Extremity using Assistive, Adaptive, Supportive or Protective Equipment"
F08F5UZ,Wound Management Treatment of Integumentary System - Upper Back / Upper Extremity using Prosthesis
F08F5YZ,Wound Management Treatment of Integumentary System - Upper Back / Upper Extremity using Other Equipment
F08F5ZZ,Wound Management Treatment of Integumentary System - Upper Back / Upper Extremity
F08G5BZ,Wound Management Treatment of Integumentary System - Lower Back / Lower Extremity using Physical Agents
F08G5CZ,Wound Management Treatment of Integumentary System - Lower Back / Lower Extremity using Mechanical Equipment
F08G5DZ,Wound Management Treatment of Integumentary System - Lower Back / Lower Extremity using Electrotherapeutic Equipment
F08G5EZ,Wound Management Treatment of Integumentary System - Lower Back / Lower Extremity using Orthosis
F08G5FZ,"Wound Management Treatment of Integumentary System - Lower Back / Lower Extremity using Assistive, Adaptive, Supportive or Protective Equipment"
F08G5UZ,Wound Management Treatment of Integumentary System - Lower Back / Lower Extremity using Prosthesis
